Data Medicao,TEMPERATURA MAXIMA. DIARIA(Â°C),TEMPERATURA MEDIA COMPENSADA. DIARIA(Â°C),TEMPERATURA MINIMA. DIARIA(Â°C)
8/2/2010,35.7,24.38,12.6
8/3/2010,36.2,25.7,14.7
8/4/2010,36.2,26.04,16.1
8/5/2010,36.2,25.46,15.1
8/6/2010,35.8,25.42,14.7
8/7/2010,35.8,26.46,16.9
8/8/2010,36.8,27.76,21.5
8/9/2010,36.8,25.82,15.5
8/10/2010,36.2,24.92,13.9
8/11/2010,36.7,25.78,13.3
8/12/2010,35.2,25.18,14.9
8/13/2010,35.8,25.1,13.5
8/14/2010,36.4,25.00,14.2
8/15/2010,35.4,24.3,13.6
8/16/2010,35.6,25.44,14.1
8/17/2010,35.5,26.38,16.5
8/18/2010,33.4,25.14,18.6
8/19/2010,35.4,25.8,18.5
8/20/2010,34.8,24.34,14.9
8/21/2010,35.6,25.38,14.1
8/22/2010,36.2,27.08,16.3
8/23/2010,35.8,27.8,18.7
8/24/2010,36.2,27.6,18.6
8/25/2010,35.7,27.9,18.1
8/26/2010,37.8,28.2,19.7
8/27/2010,36.9,27.76,19.3
8/28/2010,36.3,26.78,20.4
8/29/2010,36.8,26.84,17.7
8/30/2010,35.4,27.86,18.9
8/31/2010,35.7,27.9,19.5
9/1/2010,35.8,28.06,18.2
9/2/2010,36.00,27.44,18.6
9/3/2010,36.3,26.16,15.5
9/4/2010,35.4,26.08,16.9
9/5/2010,36.2,28.1,18.3
9/6/2010,36.8,28.48,19.5
9/7/2010,35.8,27.64,20.4
9/8/2010,35.2,26.22,19.6
9/9/2010,34.8,26.38,18.4
9/10/2010,35.7,26.56,19.1
9/11/2010,33.8,25.6,18.7
9/12/2010,34.7,26.84,17.7
9/13/2010,36.7,28.3,17.7
9/14/2010,37.7,29.28,19.7
9/15/2010,38.2,28.54,18.3
9/16/2010,35.8,27.16,18.9
9/17/2010,35.6,26.7,19.4
9/18/2010,35.5,26.78,18.00
9/19/2010,36.8,26.54,18.6
9/20/2010,34.4,24.84,17.6
9/21/2010,33.3,25.48,17.6
9/22/2010,34.2,25.72,18.3
9/23/2010,35.8,27.84,18.5
9/24/2010,36.3,27.62,20.1
9/25/2010,34.4,28.3,20.4
9/26/2010,34.3,28.00,20.8
9/27/2010,34.4,27.68,20.3
9/28/2010,35.1,28.54,19.7
9/29/2010,35.7,28.64,20.1
9/30/2010,36.7,27.3,20.1
10/1/2010,33.4,25.18,19.00
10/2/2010,32.3,24.66,18.7
10/3/2010,34.4,27.18,18.4
10/4/2010,35.8,26.96,20.1
10/5/2010,33.4,26.52,19.2
10/6/2010,32.8,26.98,19.8
10/7/2010,35.3,27.9,19.1
10/8/2010,35.6,28.22,20.00
10/9/2010,34.7,28.06,20.3
10/10/2010,33.6,25.34,19.5
10/11/2010,33.8,24.84,17.1
10/12/2010,33.8,24.92,17.2
10/13/2010,34.4,25.54,17.1
10/14/2010,33.6,26.82,18.2
10/15/2010,35.7,27.86,19.3
10/16/2010,36.1,28.12,20.1
10/17/2010,34.8,25.1,17.9
10/18/2010,27.5,23.82,17.7
10/19/2010,32.8,26.22,19.00
10/20/2010,32.7,25.9,20.1
10/21/2010,34.7,27.06,18.5
10/22/2010,32.7,25.48,19.3
10/23/2010,31.1,25.42,17.1
10/24/2010,32.3,26.86,19.4
10/25/2010,31.2,25.94,19.4
10/26/2010,31.6,25.96,19.9
10/27/2010,35.2,27.48,18.7
10/28/2010,32.00,26.46,20.8
10/29/2010,33.7,26.18,19.7
10/30/2010,35.4,28.32,19.9
10/31/2010,35.00,28.62,20.6
11/1/2010,35.9,28.1,21.4
11/2/2010,34.7,27.94,20.6
11/3/2010,32.8,25.34,18.9
11/4/2010,34.1,27.00,19.4
11/5/2010,34.2,27.8,20.1
11/6/2010,34.8,27.02,19.8
11/7/2010,35.00,28.12,20.3
11/8/2010,34.3,28.1,20.1
11/9/2010,35.7,28.16,20.6
11/10/2010,33.8,27.28,19.3
11/11/2010,33.00,26.6,20.4
11/12/2010,34.2,25.88,18.9
11/13/2010,30.9,25.98,19.8
11/14/2010,30.6,24.94,18.3
11/15/2010,32.9,25.52,18.7
11/16/2010,32.7,25.88,18.7
11/17/2010,32.00,23.82,17.00
11/18/2010,30.7,24.74,18.7
11/19/2010,31.5,25.28,19.3
11/20/2010,33.6,26.46,18.9
11/21/2010,32.6,25.2,19.00
11/22/2010,31.9,25.78,18.6
11/23/2010,32.3,25.7,19.5
11/24/2010,28.4,23.64,17.7
11/25/2010,31.2,24.26,17.6
11/26/2010,32.5,26.8,19.7
11/27/2010,32.3,26.34,17.9
11/28/2010,28.3,23.82,18.7
11/29/2010,30.6,24.64,17.9
11/30/2010,33.4,26.72,18.5
12/1/2010,32.3,26.1,19.4
12/2/2010,32.2,25.58,17.6
12/3/2010,31.7,26.5,19.3
12/4/2010,32.1,26.52,19.1
12/5/2010,32.6,26.12,20.1
12/6/2010,30.8,25.34,18.5
12/7/2010,33.6,27.32,18.7
12/8/2010,31.6,26.56,20.5
12/9/2010,28.6,24.66,20.5
12/10/2010,31.2,25.64,18.1
12/11/2010,33.1,25.5,19.3
12/12/2010,31.3,25.26,18.2
12/13/2010,29.3,24.18,18.9
12/14/2010,28.4,24.76,19.9
12/15/2010,30.2,25.42,19.7
12/16/2010,29.8,24.54,19.4
12/17/2010,26.3,22.36,17.2
12/18/2010,30.3,23.92,17.3
12/19/2010,31.2,25.06,19.9
12/20/2010,30.7,25.3,19.1
12/21/2010,31.6,25.88,19.5
12/22/2010,30.8,24.86,17.1
12/23/2010,33.00,25.34,18.3
12/24/2010,32.3,24.52,17.4
12/25/2010,31.2,25.32,17.8
12/26/2010,32.8,26.26,18.4
12/27/2010,32.2,26.4,19.3
12/28/2010,29.9,25.36,19.9
12/29/2010,29.5,24.8,19.1
12/30/2010,29.4,24.48,19.7
12/31/2010,28.2,24.4,19.1
1/1/2011,29.9,24.08,18.9
1/2/2011,32.3,24.64,18.3
1/3/2011,null,null,null
1/4/2011,null,null,null
1/5/2011,null,null,null
1/6/2011,null,null,null
1/7/2011,null,null,null
1/8/2011,null,null,null
1/9/2011,null,null,null
1/10/2011,null,null,null
1/11/2011,null,null,null
1/12/2011,null,null,null
1/13/2011,null,null,null
1/14/2011,null,null,null
1/15/2011,null,null,null
1/16/2011,null,null,null
1/17/2011,null,null,null
1/18/2011,null,null,null
1/19/2011,null,null,null
1/20/2011,null,null,null
1/21/2011,null,null,null
1/22/2011,null,null,null
1/23/2011,null,null,null
1/24/2011,29.6,24.32,17.7
1/25/2011,25.6,22.76,17.9
1/26/2011,29.8,24.56,18.2
1/27/2011,28.9,24.16,18.00
1/28/2011,27.4,22.94,17.1
1/29/2011,30.7,24.42,18.1
1/30/2011,30.3,24.56,18.1
1/31/2011,30.3,24.74,18.5
2/1/2011,29.8,23.5,17.8
2/2/2011,30.6,24.64,null
2/3/2011,31.6,25.18,19.1
2/4/2011,29.9,23.84,18.4
2/5/2011,27.7,23.42,18.1
2/6/2011,27.8,23.84,18.5
2/7/2011,26.7,23.22,18.7
2/8/2011,31.9,25.48,18.4
2/9/2011,29.3,24.14,18.7
2/10/2011,28.4,23.6,16.9
2/11/2011,30.3,24.92,18.5
2/12/2011,33.00,25.46,20.1
2/13/2011,31.7,25.94,19.7
2/14/2011,28.7,24.3,20.3
2/15/2011,31.7,25.18,19.2
2/16/2011,29.00,24.88,19.9
2/17/2011,30.4,24.36,19.1
2/18/2011,31.3,25.94,20.7
2/19/2011,29.3,23.26,18.2
2/20/2011,31.00,24.38,18.1
2/21/2011,27.8,23.6,19.4
2/22/2011,31.5,24.38,18.3
2/23/2011,32.2,25.2,18.4
2/24/2011,27.8,24.36,19.5
2/25/2011,31.9,25.64,19.6
2/26/2011,27.6,23.42,18.6
2/27/2011,30.5,23.94,17.5
2/28/2011,31.4,25.02,18.6
3/1/2011,32.1,25.56,18.6
3/2/2011,26.4,23.46,20.6
3/3/2011,31.2,25.12,18.7
3/4/2011,27.4,23.72,18.7
3/5/2011,28.8,24.26,18.7
3/6/2011,32.8,25.96,19.3
3/7/2011,28.2,22.64,17.7
3/8/2011,30.8,25.04,17.7
3/9/2011,32.7,27.00,20.4
3/10/2011,30.8,24.62,17.4
3/11/2011,26.5,22.6,18.1
3/12/2011,26.3,22.96,18.6
3/13/2011,30.00,24.66,18.9
3/14/2011,29.7,24.44,19.6
3/15/2011,30.8,25.36,19.00
3/16/2011,31.3,25.3,20.4
3/17/2011,28.3,24.74,20.1
3/18/2011,31.8,26.18,20.00
3/19/2011,31.3,25.7,20.3
3/20/2011,32.8,26.32,19.3
3/21/2011,33.00,26.66,19.7
3/22/2011,30.6,25.52,21.00
3/23/2011,29.2,24.36,18.9
3/24/2011,31.5,25.48,19.5
3/25/2011,33.2,26.62,20.4
3/26/2011,32.6,26.88,19.7
3/27/2011,31.9,25.32,18.8
3/28/2011,30.9,25.64,20.7
3/29/2011,31.7,26.04,20.4
3/30/2011,30.3,25.82,21.00
3/31/2011,31.6,25.86,19.3
4/1/2011,30.9,25.26,19.9
4/2/2011,31.3,25.62,19.9
4/3/2011,31.8,25.4,19.6
4/4/2011,28.9,24.3,20.1
4/5/2011,30.3,24.92,19.2
4/6/2011,31.3,25.2,19.6
4/7/2011,32.4,26.66,19.9
4/8/2011,29.1,24.5,19.9
4/9/2011,30.8,24.52,19.4
4/10/2011,31.8,25.6,20.6
4/11/2011,30.9,25.98,19.2
4/12/2011,29.8,25.1,18.6
4/13/2011,31.8,26.14,20.6
4/14/2011,29.4,24.92,20.1
4/15/2011,31.8,25.22,19.3
4/16/2011,32.1,25.24,19.00
4/17/2011,30.8,25.08,19.1
4/18/2011,30.2,25.1,19.5
4/19/2011,31.8,25.88,19.6
4/20/2011,30.4,24.64,19.5
4/21/2011,30.3,24.72,18.7
4/22/2011,30.8,25.68,20.5
4/23/2011,29.4,23.8,19.1
4/24/2011,31.4,24.58,18.4
4/25/2011,30.4,25.00,18.9
4/26/2011,29.00,24.64,19.5
4/27/2011,29.7,24.04,19.2
4/28/2011,29.2,24.04,18.5
4/29/2011,31.3,25.22,19.2
4/30/2011,31.9,25.34,19.8
5/1/2011,32.7,25.7,19.6
5/2/2011,32.8,26.38,19.4
5/3/2011,31.2,26.02,21.1
5/4/2011,31.4,25.7,20.6
5/5/2011,28.1,24.86,20.8
5/6/2011,28.4,24.48,19.7
5/7/2011,30.4,25.04,20.00
5/8/2011,29.8,24.62,19.7
5/9/2011,32.2,25.6,19.5
5/10/2011,31.4,26.16,19.7
5/11/2011,32.3,26.14,19.7
5/12/2011,32.3,26.7,20.5
5/13/2011,32.3,24.7,18.3
5/14/2011,32.1,26.04,19.3
5/15/2011,31.7,26.78,20.3
5/16/2011,29.8,25.72,21.7
5/17/2011,30.7,24.94,19.5
5/18/2011,30.1,24.54,19.3
5/19/2011,27.2,23.84,19.9
5/20/2011,30.8,24.6,19.2
5/21/2011,27.7,24.18,20.00
5/22/2011,31.2,25.72,20.5
5/23/2011,30.8,24.28,17.3
5/24/2011,31.7,25.42,17.7
5/25/2011,32.00,25.56,18.7
5/26/2011,32.4,25.66,20.1
5/27/2011,31.8,25.48,18.9
5/28/2011,31.9,25.12,18.7
5/29/2011,31.8,24.76,18.1
5/30/2011,32.00,26.5,21.8
5/31/2011,32.7,25.66,18.5
6/1/2011,29.6,24.38,18.00
6/2/2011,31.7,24.66,18.1
6/3/2011,32.1,25.26,17.9
6/4/2011,32.8,24.98,17.2
6/5/2011,33.3,24.94,16.7
6/6/2011,33.2,25.58,17.7
6/7/2011,33.2,26.04,18.3
6/8/2011,32.6,25.76,18.9
6/9/2011,33.1,25.2,17.3
6/10/2011,32.8,25.1,16.6
6/11/2011,32.8,25.74,17.5
6/12/2011,33.4,26.6,19.1
6/13/2011,33.4,26.84,19.5
6/14/2011,33.4,25.3,16.8
6/15/2011,32.7,25.52,17.7
6/16/2011,33.2,25.68,17.9
6/17/2011,32.6,24.56,16.4
6/18/2011,33.4,25.58,16.4
6/19/2011,33.4,25.88,17.9
6/20/2011,33.8,25.96,18.00
6/21/2011,31.6,25.02,19.4
6/22/2011,32.5,25.62,19.1
6/23/2011,32.8,25.92,19.5
6/24/2011,32.00,25.72,17.5
6/25/2011,31.9,25.2,19.4
6/26/2011,31.9,24.76,18.7
6/27/2011,32.4,25.96,18.9
6/28/2011,32.3,26.02,19.3
6/29/2011,31.2,25.72,19.9
6/30/2011,31.8,25.36,18.7
7/1/2011,32.8,24.82,17.5
7/2/2011,32.6,24.06,16.9
7/3/2011,32.8,24.44,15.9
7/4/2011,32.8,24.58,16.3
7/5/2011,33.6,25.6,16.6
7/6/2011,33.3,25.42,17.3
7/7/2011,33.4,26.28,18.3
7/8/2011,33.8,26.18,18.4
7/9/2011,32.00,24.92,19.5
7/10/2011,31.6,25.08,19.9
7/11/2011,33.00,25.56,17.7
7/12/2011,33.3,25.5,16.9
7/13/2011,33.7,25.18,17.5
7/14/2011,33.8,25.24,16.5
7/15/2011,32.7,26.04,18.9
7/16/2011,33.7,25.94,18.9
7/17/2011,33.6,25.72,17.1
7/18/2011,27.3,25.22,16.9
7/19/2011,34.8,26.16,17.2
7/20/2011,34.3,25.34,16.4
7/21/2011,34.6,25.48,16.1
7/22/2011,34.2,25.16,17.5
7/23/2011,34.8,25.2,15.7
7/24/2011,34.7,25.94,15.9
7/25/2011,34.2,25.88,17.3
7/26/2011,34.1,25.14,15.7
7/27/2011,34.4,25.12,15.5
7/28/2011,34.4,24.18,14.5
7/29/2011,34.7,24.46,14.3
7/30/2011,35.00,25.2,16.1
7/31/2011,35.8,26.32,16.3
8/1/2011,35.8,26.64,15.9
8/2/2011,35.8,27.8,18.9
8/3/2011,36.8,27.00,20.1
8/4/2011,32.8,25.42,18.3
8/5/2011,32.3,25.96,20.4
8/6/2011,33.9,26.5,19.00
8/7/2011,32.4,25.58,18.9
8/8/2011,34.2,25.98,17.1
8/9/2011,34.7,25.00,16.7
8/10/2011,34.8,23.8,13.8
8/11/2011,34.8,25.5,14.6
8/12/2011,34.8,25.88,18.3
8/13/2011,33.3,25.2,17.6
8/14/2011,34.00,26.36,18.2
8/15/2011,34.8,27.1,18.3
8/16/2011,34.8,26.38,19.9
8/17/2011,34.8,26.86,18.4
8/18/2011,34.7,25.96,17.7
8/19/2011,34.5,25.6,16.5
8/20/2011,35.3,26.32,17.2
8/21/2011,34.4,26.48,18.00
8/22/2011,35.2,27.44,18.7
8/23/2011,35.8,27.82,20.7
8/24/2011,34.8,27.44,19.5
8/25/2011,33.2,25.76,20.8
8/26/2011,34.8,25.78,19.4
8/27/2011,34.2,24.66,17.9
8/28/2011,34.00,26.02,18.5
8/29/2011,34.4,26.4,18.7
8/30/2011,35.2,27.5,19.4
8/31/2011,35.7,28.14,20.3
9/1/2011,null,null,null
9/2/2011,null,null,null
9/3/2011,null,null,null
9/4/2011,null,null,null
9/5/2011,null,null,null
9/6/2011,null,null,null
9/7/2011,null,null,null
9/8/2011,null,null,null
9/9/2011,null,null,null
9/10/2011,null,null,null
9/11/2011,null,null,null
9/12/2011,null,null,null
9/13/2011,null,null,null
9/14/2011,null,null,null
9/15/2011,null,null,null
9/16/2011,null,null,null
9/17/2011,null,null,null
9/18/2011,null,null,null
9/19/2011,null,null,null
9/20/2011,null,null,null
9/21/2011,36.9,27.68,18.3
9/22/2011,37.2,28.06,17.9
9/23/2011,38.4,29.74,20.00
9/24/2011,34.4,27.3,21.00
9/25/2011,31.6,27.38,18.6
9/26/2011,36.4,27.54,21.6
9/27/2011,33.8,25.94,19.5
9/28/2011,35.3,26.02,18.5
9/29/2011,35.2,27.04,19.7
9/30/2011,34.4,25.74,19.6
10/1/2011,33.7,27.12,18.4
10/2/2011,35.4,27.16,19.9
10/3/2011,29.2,24.28,18.9
10/4/2011,33.7,26.22,19.4
10/5/2011,31.2,23.76,17.7
10/6/2011,33.2,24.04,17.8
10/7/2011,32.9,26.2,18.1
10/8/2011,34.3,27.56,18.4
10/9/2011,35.4,29.04,21.5
10/10/2011,33.7,26.9,21.7
10/11/2011,34.8,27.8,20.00
10/12/2011,33.4,27.04,20.8
10/13/2011,30.7,25.94,20.8
10/14/2011,32.8,24.86,19.4
10/15/2011,32.9,25.78,19.4
10/16/2011,33.3,26.82,19.5
10/17/2011,28.7,22.98,17.9
10/18/2011,31.3,25.76,18.9
10/19/2011,33.7,27.24,20.1
10/20/2011,27.9,22.66,18.3
10/21/2011,30.2,24.54,17.9
10/22/2011,29.6,23.48,18.00
10/23/2011,32.3,25.34,18.5
10/24/2011,34.5,27.74,19.6
10/25/2011,31.8,24.66,18.6
10/26/2011,31.9,23.98,18.5
10/27/2011,32.3,25.66,17.4
10/28/2011,33.6,26.5,18.9
10/29/2011,30.8,24.36,19.4
10/30/2011,27.00,23.86,19.1
10/31/2011,31.3,25.96,19.9
11/1/2011,31.9,null,19.9
11/2/2011,29.1,null,18.9
11/3/2011,31.8,null,20.00
11/4/2011,30.4,null,18.9
11/5/2011,31.9,null,20.1
11/6/2011,32.2,null,19.9
11/7/2011,30.00,null,19.4
11/8/2011,30.6,null,18.9
11/9/2011,31.7,null,19.9
11/10/2011,28.2,null,20.4
11/11/2011,30.6,null,20.1
11/12/2011,31.1,null,20.1
11/13/2011,31.4,null,18.9
11/14/2011,29.00,null,18.9
11/15/2011,31.2,null,19.5
11/16/2011,33.4,null,19.9
11/17/2011,33.2,null,19.9
11/18/2011,30.7,null,20.3
11/19/2011,32.1,null,18.9
11/20/2011,32.00,null,20.00
11/21/2011,32.2,null,20.00
11/22/2011,30.2,26.16,20.6
11/23/2011,29.4,null,20.5
11/24/2011,32.6,null,20.3
11/25/2011,29.9,null,19.5
11/26/2011,30.8,null,19.00
11/27/2011,32.7,null,20.8
11/28/2011,32.3,null,19.7
11/29/2011,33.00,null,20.8
11/30/2011,28.4,null,19.5
12/1/2011,32.2,null,19.4
12/2/2011,32.5,null,20.4
12/3/2011,32.3,null,19.2
12/4/2011,28.6,null,19.6
12/5/2011,32.2,null,19.2
12/6/2011,33.4,null,18.9
12/7/2011,32.2,null,20.7
12/8/2011,31.3,null,20.1
12/9/2011,33.2,null,21.00
12/10/2011,33.5,null,19.5
12/11/2011,33.5,null,19.9
12/12/2011,32.2,null,20.5
12/13/2011,31.9,null,20.4
12/14/2011,32.7,null,19.7
12/15/2011,30.00,null,20.3
12/16/2011,31.3,null,18.9
12/17/2011,32.4,24.22,18.9
12/18/2011,32.7,null,19.2
12/19/2011,28.8,null,19.7
12/20/2011,31.3,null,18.4
12/21/2011,31.00,null,19.8
12/22/2011,29.6,null,20.1
12/23/2011,27.1,null,19.5
12/24/2011,29.4,null,20.00
12/25/2011,31.2,null,19.00
12/26/2011,30.9,null,19.6
12/27/2011,30.7,null,19.8
12/28/2011,30.2,null,20.4
12/29/2011,30.7,null,19.9
12/30/2011,32.5,null,20.8
12/31/2011,31.4,null,20.3
1/1/2012,32.4,null,19.2
1/2/2012,30.00,null,20.1
1/3/2012,30.7,null,20.7
1/4/2012,29.8,null,19.9
1/5/2012,31.6,null,19.5
1/6/2012,28.9,null,20.1
1/7/2012,29.4,null,19.00
1/8/2012,31.8,null,20.00
1/9/2012,31.4,null,19.3
1/10/2012,29.4,null,20.1
1/11/2012,29.00,null,17.6
1/12/2012,32.6,null,18.5
1/13/2012,29.6,null,18.9
1/14/2012,32.6,null,19.4
1/15/2012,29.1,null,17.9
1/16/2012,31.6,null,18.5
1/17/2012,32.3,null,18.9
1/18/2012,29.8,null,18.5
1/19/2012,28.9,null,19.1
1/20/2012,31.2,null,19.9
1/21/2012,29.1,null,19.4
1/22/2012,30.1,null,19.9
1/23/2012,31.2,null,18.8
1/24/2012,28.4,null,19.1
1/25/2012,31.6,null,18.9
1/26/2012,29.00,null,19.3
1/27/2012,31.2,null,18.7
1/28/2012,30.1,null,20.1
1/29/2012,32.2,null,19.9
1/30/2012,29.4,null,18.9
1/31/2012,29.6,null,18.9
2/1/2012,32.00,null,19.5
2/2/2012,32.00,null,19.7
2/3/2012,31.8,null,20.1
2/4/2012,32.00,null,20.8
2/5/2012,33.4,null,20.6
2/6/2012,31.4,null,20.1
2/7/2012,32.2,null,20.4
2/8/2012,32.7,null,20.00
2/9/2012,29.00,null,18.7
2/10/2012,31.3,null,18.7
2/11/2012,32.4,null,18.9
2/12/2012,31.4,null,19.2
2/13/2012,30.9,null,18.3
2/14/2012,29.4,null,18.9
2/15/2012,27.4,null,17.5
2/16/2012,28.9,null,18.9
2/17/2012,29.8,null,19.7
2/18/2012,31.2,null,19.5
2/19/2012,32.6,null,19.00
2/20/2012,30.2,null,18.6
2/21/2012,30.00,null,18.7
2/22/2012,32.00,null,19.1
2/23/2012,30.1,null,19.4
2/24/2012,31.2,null,18.9
2/25/2012,30.00,null,18.4
2/26/2012,30.1,null,19.00
2/27/2012,30.6,null,18.7
2/28/2012,31.4,null,18.2
2/29/2012,30.4,null,19.00
3/1/2012,31.4,null,19.00
3/2/2012,32.1,null,18.5
3/3/2012,31.9,null,18.5
3/4/2012,32.4,null,18.4
3/5/2012,32.6,null,19.1
3/6/2012,32.8,null,19.5
3/7/2012,30.2,null,18.1
3/8/2012,30.1,null,19.00
3/9/2012,30.1,null,18.8
3/10/2012,30.1,null,18.8
3/11/2012,31.3,null,18.9
3/12/2012,32.5,null,18.9
3/13/2012,32.3,null,18.9
3/14/2012,33.00,null,18.9
3/15/2012,32.6,null,19.3
3/16/2012,31.6,null,18.1
3/17/2012,30.6,null,18.00
3/18/2012,32.3,null,18.3
3/19/2012,31.6,null,18.3
3/20/2012,32.3,null,18.00
3/21/2012,31.6,null,18.9
3/22/2012,30.3,null,19.00
3/23/2012,31.4,null,18.9
3/24/2012,31.4,null,19.9
3/25/2012,31.5,null,18.3
3/26/2012,32.00,null,18.00
3/27/2012,31.8,null,17.9
3/28/2012,32.00,null,18.2
3/29/2012,30.1,null,19.2
3/30/2012,31.8,null,17.9
3/31/2012,31.8,null,18.9
4/1/2012,32.00,null,18.00
4/2/2012,31.8,null,18.2
4/3/2012,32.00,null,19.2
4/4/2012,31.9,null,18.2
4/5/2012,32.4,null,19.1
4/6/2012,32.00,null,17.9
4/7/2012,31.6,null,18.2
4/8/2012,31.3,null,18.3
4/9/2012,32.4,null,17.9
4/10/2012,32.00,null,18.3
4/11/2012,32.00,null,18.3
4/12/2012,32.4,null,17.8
4/13/2012,32.6,null,19.3
4/14/2012,32.1,null,18.1
4/15/2012,32.00,null,17.9
4/16/2012,32.4,null,17.9
4/17/2012,32.3,null,18.3
4/18/2012,30.8,null,18.5
4/19/2012,32.8,null,19.3
4/20/2012,32.8,null,18.9
4/21/2012,32.8,null,19.3
4/22/2012,33.1,null,19.00
4/23/2012,32.1,null,19.7
4/24/2012,32.00,null,18.7
4/25/2012,31.4,24.86,18.3
4/26/2012,32.3,null,19.3
4/27/2012,32.4,null,18.6
4/28/2012,32.8,null,19.3
4/29/2012,32.3,null,19.4
4/30/2012,32.00,null,19.3
5/1/2012,32.00,null,18.8
5/2/2012,31.8,null,18.2
5/3/2012,31.4,null,18.00
5/4/2012,32.00,null,21.9
5/5/2012,31.8,null,18.3
5/6/2012,32.4,null,18.4
5/7/2012,32.4,null,20.8
5/8/2012,33.4,null,21.00
5/9/2012,33.4,null,21.6
5/10/2012,32.8,null,20.00
5/11/2012,32.6,null,19.7
5/12/2012,32.8,null,20.6
5/13/2012,32.4,null,20.00
5/14/2012,33.4,null,19.9
5/15/2012,33.00,null,20.00
5/16/2012,32.8,null,19.00
5/17/2012,33.00,null,18.3
5/18/2012,32.8,null,19.3
5/19/2012,31.8,null,18.7
5/20/2012,30.8,null,18.3
5/21/2012,30.8,null,18.9
5/22/2012,31.6,null,18.1
5/23/2012,32.7,null,19.3
5/24/2012,31.8,null,19.3
5/25/2012,32.8,null,19.3
5/26/2012,32.00,null,19.00
5/27/2012,32.6,null,18.3
5/28/2012,32.6,null,18.9
5/29/2012,32.1,null,19.00
5/30/2012,32.2,null,19.00
5/31/2012,32.5,null,null
6/1/2012,31.9,null,18.4
6/2/2012,33.2,null,19.00
6/3/2012,30.3,null,19.3
6/4/2012,30.1,null,19.9
6/5/2012,30.8,null,19.2
6/6/2012,32.00,null,20.6
6/7/2012,31.3,null,19.2
6/8/2012,32.8,null,18.4
6/9/2012,32.6,null,18.9
6/10/2012,31.4,null,19.00
6/11/2012,null,null,null
6/12/2012,null,null,null
6/13/2012,null,null,null
6/14/2012,null,null,null
6/15/2012,null,null,null
6/16/2012,null,null,null
6/17/2012,null,null,null
6/18/2012,null,null,null
6/19/2012,null,null,null
6/20/2012,null,null,null
6/21/2012,null,null,null
6/22/2012,null,null,null
6/23/2012,null,null,null
6/24/2012,null,null,null
6/25/2012,null,null,null
6/26/2012,null,null,null
6/27/2012,null,null,null
6/28/2012,null,null,null
6/29/2012,null,null,null
6/30/2012,null,null,null
7/1/2012,32.8,null,18.2
7/2/2012,32.8,null,18.5
7/3/2012,33.1,null,17.7
7/4/2012,33.2,null,18.8
7/5/2012,32.4,null,19.1
7/6/2012,33.8,null,19.2
7/7/2012,33.8,null,19.00
7/8/2012,33.4,null,18.6
7/9/2012,34.00,null,18.7
7/10/2012,34.2,null,19.2
7/11/2012,34.6,null,18.9
7/12/2012,32.6,null,19.8
7/13/2012,33.4,null,19.2
7/14/2012,33.6,null,20.8
7/15/2012,32.4,null,20.4
7/16/2012,33.6,null,21.3
7/17/2012,34.8,null,21.6
7/18/2012,34.2,null,17.9
7/19/2012,34.4,null,18.6
7/20/2012,34.7,null,18.7
7/21/2012,31.8,null,21.4
7/22/2012,33.00,null,19.9
7/23/2012,33.8,null,20.3
7/24/2012,33.8,null,19.3
7/25/2012,34.6,null,19.3
7/26/2012,33.9,null,19.4
7/27/2012,35.2,null,19.5
7/28/2012,34.8,null,18.1
7/29/2012,35.00,null,18.2
7/30/2012,35.2,null,17.3
7/31/2012,35.2,null,16.5
8/1/2012,34.8,null,16.6
8/2/2012,34.5,null,17.1
8/3/2012,35.4,null,17.1
8/4/2012,35.2,null,17.5
8/5/2012,35.00,null,17.1
8/6/2012,35.8,null,16.9
8/7/2012,35.7,null,17.4
8/8/2012,35.8,null,20.6
8/9/2012,36.4,null,18.9
8/10/2012,36.00,null,18.5
8/11/2012,35.00,null,18.6
8/12/2012,34.4,null,18.3
8/13/2012,35.4,null,18.3
8/14/2012,36.4,null,17.1
8/15/2012,35.8,null,17.9
8/16/2012,36.6,null,19.3
8/17/2012,36.2,null,16.6
8/18/2012,34.4,null,18.5
8/19/2012,36.00,null,18.1
8/20/2012,36.4,null,17.5
8/21/2012,36.1,null,17.3
8/22/2012,35.8,null,17.2
8/23/2012,35.8,null,19.5
8/24/2012,35.7,null,18.5
8/25/2012,36.7,null,17.7
8/26/2012,34.4,null,17.00
8/27/2012,36.3,null,19.4
8/28/2012,35.8,null,19.9
8/29/2012,36.00,null,19.3
8/30/2012,35.8,null,20.6
8/31/2012,33.4,null,20.8
9/1/2012,33.6,null,20.6
9/2/2012,34.2,null,20.3
9/3/2012,34.6,null,20.4
9/4/2012,35.8,null,19.2
9/5/2012,34.4,null,21.5
9/6/2012,34.8,null,20.3
9/7/2012,34.7,null,20.3
9/8/2012,35.00,null,20.1
9/9/2012,34.4,null,21.4
9/10/2012,35.4,null,19.3
9/11/2012,33.4,null,20.8
9/12/2012,32.7,null,19.9
9/13/2012,34.8,null,20.6
9/14/2012,35.2,null,20.1
9/15/2012,35.00,null,20.3
9/16/2012,34.7,null,22.8
9/17/2012,33.9,null,21.8
9/18/2012,33.4,null,21.4
9/19/2012,33.7,null,22.8
9/20/2012,34.8,null,22.4
9/21/2012,34.7,null,21.4
9/22/2012,35.7,null,20.4
